Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,High_Risk_Flag,Risk Category
AGT99175092,Renewed,49,44,POL81675097,0,Medium Risk
AGT82254002,Pending,26,65,POL87932414,0,High Risk
AGT47758772,Pending,5,49,POL64120908,0,Medium Risk
AGT52157385,Not Renewed,7,53,POL83057308,0,Medium Risk
AGT10752762,Not Renewed,32,57,POL23057519,0,Medium Risk
AGT59548553,Pending,23,64,POL35891090,0,High Risk
AGT50505613,Renewed,3,39,POL93399992,0,Medium Risk
AGT72977438,Pending,43,94,POL50710696,1,High Risk
AGT52696089,Renewed,28,93,POL82014099,1,High Risk
AGT85577925,Renewed,0,58,POL25023935,0,Medium Risk
AGT14129625,Not Renewed,22,48,POL15028588,0,Medium Risk
AGT04610236,Not Renewed,4,56,POL93527045,0,Medium Risk
AGT15119685,Renewed,17,48,POL11591403,0,Medium Risk
AGT34467657,Renewed,36,86,POL45693467,1,High Risk
AGT06903946,Pending,8,20,POL20256570,0,Low Risk
AGT81122075,Pending,3,59,POL90485670,0,Medium Risk
AGT49772332,Not Renewed,42,37,POL16874164,0,Medium Risk
AGT16870877,Not Renewed,34,41,POL94407943,0,Medium Risk
AGT28736170,Renewed,21,42,POL66935971,0,Medium Risk
AGT22671453,Renewed,28,55,POL00285080,0,Medium Risk
AGT87594230,Pending,8,47,POL56375042,0,Medium Risk
AGT08001632,Renewed,32,12,POL23995965,0,Low Risk
AGT09931093,Not Renewed,34,26,POL17257260,0,Low Risk
AGT44007777,Pending,39,32,POL47359207,0,Medium Risk
AGT93999005,Not Renewed,14,28,POL25690244,0,Low Risk
AGT38622105,Pending,31,9,POL56082024,0,Low Risk
AGT97064246,Pending,26,1,POL83477672,0,Low Risk
AGT26724099,Not Renewed,0,11,POL35251275,0,Low Risk
AGT51840786,Not Renewed,23,8,POL88925713,0,Low Risk
AGT67805160,Pending,9,74,POL84180502,1,High Risk
AGT53741162,Renewed,7,52,POL35917604,0,Medium Risk
AGT39371738,Not Renewed,32,35,POL32525791,0,Medium Risk
AGT24481806,Not Renewed,14,79,POL45410336,1,High Risk
AGT42058571,Pending,17,71,POL14461196,1,High Risk
AGT99371936,Renewed,40,74,POL64120254,1,High Risk
AGT22062863,Pending,6,47,POL11850737,0,Medium Risk
AGT95038398,Pending,29,96,POL24090621,1,High Risk
AGT65478821,Pending,25,75,POL07053234,1,High Risk
AGT16867277,Renewed,15,97,POL56345921,1,High Risk
AGT70845220,Not Renewed,41,56,POL73302546,0,Medium Risk
AGT51896680,Not Renewed,4,24,POL41570616,0,Low Risk
AGT35292530,Renewed,23,59,POL00167399,0,Medium Risk
AGT29722634,Renewed,39,82,POL14909944,1,High Risk
AGT05065210,Not Renewed,8,50,POL52791225,0,Medium Risk
AGT27266772,Not Renewed,30,99,POL63694348,1,High Risk
AGT34136292,Not Renewed,40,36,POL33923599,0,Medium Risk
AGT87802347,Pending,44,100,POL91166639,1,High Risk
AGT78923489,Renewed,3,33,POL73745921,0,Medium Risk
AGT22757925,Not Renewed,4,99,POL31856502,1,High Risk
AGT45064842,Pending,5,59,POL88017939,0,Medium Risk
AGT45425812,Not Renewed,24,47,POL37431066,0,Medium Risk
AGT79675206,Not Renewed,29,34,POL03068532,0,Medium Risk
AGT29921154,Pending,46,2,POL81019998,0,Low Risk
AGT59230491,Pending,25,62,POL54082537,0,High Risk
AGT30015460,Pending,36,94,POL75380530,1,High Risk
AGT05786447,Renewed,37,14,POL13370317,0,Low Risk
AGT62887034,Pending,37,86,POL72506078,1,High Risk
AGT66397770,Renewed,42,96,POL15788896,1,High Risk
AGT46499978,Pending,19,66,POL87257642,0,High Risk
AGT10483951,Not Renewed,10,73,POL10754194,1,High Risk
AGT31731786,Renewed,34,52,POL02543918,0,Medium Risk
AGT21243522,Renewed,34,20,POL80996561,0,Low Risk
AGT33921083,Pending,0,49,POL82172592,0,Medium Risk
AGT55520886,Not Renewed,17,9,POL70577511,0,Low Risk
AGT89000923,Not Renewed,3,6,POL00677715,0,Low Risk
AGT26075329,Pending,34,71,POL65284354,1,High Risk
AGT54199915,Pending,19,23,POL29054681,0,Low Risk
AGT29732137,Not Renewed,14,15,POL56020599,0,Low Risk
AGT01638698,Pending,22,4,POL02586223,0,Low Risk
AGT85797099,Renewed,31,83,POL36565456,1,High Risk
AGT01801260,Pending,42,21,POL73721889,0,Low Risk
AGT86981507,Not Renewed,10,97,POL42862009,1,High Risk
AGT98272042,Pending,26,5,POL91109221,0,Low Risk
AGT34197406,Pending,8,2,POL99391697,0,Low Risk
AGT94719474,Pending,46,72,POL07501738,1,High Risk
AGT46340902,Renewed,22,92,POL54824622,1,High Risk
AGT20076003,Renewed,7,24,POL74809100,0,Low Risk
AGT52971870,Not Renewed,30,5,POL05204154,0,Low Risk
AGT05908308,Renewed,48,43,POL36096008,0,Medium Risk
AGT03900481,Pending,5,12,POL92010970,0,Low Risk
AGT81873311,Not Renewed,47,95,POL26112372,1,High Risk
AGT35475823,Pending,19,35,POL33632852,0,Medium Risk
AGT28935042,Not Renewed,34,89,POL29315631,1,High Risk
AGT30379091,Renewed,36,14,POL87150455,0,Low Risk
AGT27946126,Renewed,6,34,POL96387470,0,Medium Risk
AGT43752010,Not Renewed,5,22,POL23926652,0,Low Risk
AGT53267607,Pending,26,16,POL17904439,0,Low Risk
AGT74825085,Renewed,24,56,POL38419825,0,Medium Risk
AGT84378019,Not Renewed,34,3,POL76405797,0,Low Risk
AGT74815445,Not Renewed,4,37,POL21911131,0,Medium Risk
AGT98788369,Renewed,47,76,POL92252183,1,High Risk
AGT73509341,Not Renewed,13,43,POL05753582,0,Medium Risk
AGT77700590,Renewed,0,18,POL26903492,0,Low Risk
AGT73455107,Renewed,34,5,POL31299981,0,Low Risk
AGT78939627,Pending,39,91,POL01888346,1,High Risk
AGT65070500,Not Renewed,37,26,POL87558325,0,Low Risk
AGT79101510,Pending,14,22,POL09367565,0,Low Risk
AGT78669345,Not Renewed,32,31,POL66521872,0,Medium Risk
AGT26321051,Renewed,5,11,POL95876138,0,Low Risk
AGT50732126,Not Renewed,13,79,POL98940145,1,High Risk
AGT70776978,Pending,17,44,POL20706800,0,Medium Risk
AGT79814945,Pending,39,30,POL62363777,0,Low Risk
AGT66401015,Not Renewed,44,100,POL30056651,1,High Risk
AGT25520910,Renewed,32,41,POL48483047,0,Medium Risk
AGT41062265,Pending,42,69,POL87901300,0,High Risk
AGT80365085,Pending,34,72,POL23666757,1,High Risk
AGT78764713,Renewed,8,11,POL17108285,0,Low Risk
AGT76054665,Not Renewed,16,6,POL29859333,0,Low Risk
AGT88668143,Pending,26,33,POL45632663,0,Medium Risk
AGT43978373,Not Renewed,37,62,POL95105211,0,High Risk
AGT94478998,Renewed,30,14,POL86241971,0,Low Risk
AGT44405059,Renewed,25,59,POL88449964,0,Medium Risk
AGT98827293,Renewed,32,46,POL91221786,0,Medium Risk
AGT19338702,Not Renewed,36,13,POL81320794,0,Low Risk
AGT28453933,Not Renewed,16,99,POL51364019,1,High Risk
AGT01663697,Pending,39,83,POL31936663,1,High Risk
AGT45229996,Renewed,19,77,POL26252695,1,High Risk
AGT23800009,Not Renewed,37,50,POL75928270,0,Medium Risk
AGT96333263,Renewed,15,68,POL84662646,0,High Risk
AGT92018684,Pending,0,73,POL07640768,1,High Risk
AGT40409503,Renewed,42,47,POL79406105,0,Medium Risk
AGT64230253,Renewed,12,85,POL87414724,1,High Risk
AGT98096158,Not Renewed,23,23,POL61963636,0,Low Risk
AGT77397428,Renewed,26,84,POL20036492,1,High Risk
AGT10465463,Not Renewed,6,83,POL34350307,1,High Risk
AGT25857928,Pending,40,79,POL07383816,1,High Risk
AGT76375588,Not Renewed,37,4,POL05276181,0,Low Risk
AGT92715073,Renewed,28,93,POL01056651,1,High Risk
AGT34872219,Pending,41,46,POL57167179,0,Medium Risk
AGT64256375,Not Renewed,34,27,POL26041216,0,Low Risk
AGT58666448,Renewed,39,94,POL99892267,1,High Risk
AGT04189162,Not Renewed,34,3,POL68220534,0,Low Risk
AGT46298837,Not Renewed,28,56,POL43928223,0,Medium Risk
AGT23059032,Pending,15,31,POL53360521,0,Medium Risk
AGT88140816,Pending,12,59,POL55583522,0,Medium Risk
AGT56473085,Pending,17,98,POL23406460,1,High Risk
AGT00655047,Renewed,35,48,POL46108222,0,Medium Risk
AGT05947808,Pending,2,42,POL34185139,0,Medium Risk
AGT85546084,Not Renewed,7,40,POL18009742,0,Medium Risk
AGT91588051,Not Renewed,24,57,POL01410101,0,Medium Risk
AGT03937527,Not Renewed,34,35,POL25999716,0,Medium Risk
AGT95358394,Not Renewed,49,41,POL58829430,0,Medium Risk
AGT05712396,Not Renewed,34,20,POL35621374,0,Low Risk
AGT51176997,Renewed,6,81,POL91591924,1,High Risk
AGT90193843,Pending,44,89,POL31141839,1,High Risk
AGT01981470,Not Renewed,49,62,POL53495954,0,High Risk
AGT21438300,Pending,37,63,POL86577388,0,High Risk
AGT68890964,Renewed,33,51,POL93128506,0,Medium Risk
AGT75139568,Renewed,47,9,POL99329003,0,Low Risk
AGT74129792,Not Renewed,15,13,POL72353827,0,Low Risk
AGT95325354,Renewed,48,38,POL74405232,0,Medium Risk
AGT25441460,Not Renewed,4,95,POL79712563,1,High Risk
AGT04401528,Not Renewed,43,24,POL59054638,0,Low Risk
AGT85798447,Pending,35,95,POL11386721,1,High Risk
AGT37992453,Pending,18,40,POL27080806,0,Medium Risk
AGT05543623,Not Renewed,35,70,POL67346720,1,High Risk
AGT28436306,Renewed,48,61,POL21533048,0,High Risk
AGT83981294,Renewed,3,14,POL87314266,0,Low Risk
AGT39121639,Renewed,5,17,POL40501212,0,Low Risk
AGT84603592,Renewed,15,57,POL77404434,0,Medium Risk
AGT56088274,Not Renewed,26,50,POL21785501,0,Medium Risk
AGT55741527,Renewed,35,41,POL01637103,0,Medium Risk
AGT21152792,Renewed,36,47,POL37640614,0,Medium Risk
AGT67342635,Not Renewed,21,83,POL38779532,1,High Risk
AGT68661702,Not Renewed,36,53,POL93532453,0,Medium Risk
AGT06413729,Not Renewed,5,68,POL32964708,0,High Risk
AGT80921407,Renewed,13,65,POL60083626,0,High Risk
AGT26754885,Pending,21,20,POL37953515,0,Low Risk
AGT49192028,Not Renewed,50,46,POL30949010,0,Medium Risk
AGT17604560,Renewed,41,2,POL89850916,0,Low Risk
AGT86078442,Pending,5,24,POL42233188,0,Low Risk
AGT15121985,Not Renewed,8,49,POL18840628,0,Medium Risk
AGT73560306,Pending,42,88,POL97879638,1,High Risk
AGT84175927,Pending,39,78,POL98458382,1,High Risk
AGT94218542,Pending,10,51,POL99307499,0,Medium Risk
AGT52566310,Not Renewed,38,52,POL12388538,0,Medium Risk
AGT00462765,Renewed,8,18,POL38913667,0,Low Risk
AGT95851953,Renewed,11,11,POL66729277,0,Low Risk
AGT63953893,Not Renewed,46,32,POL04984888,0,Medium Risk
AGT48332968,Not Renewed,10,49,POL04461844,0,Medium Risk
AGT26243082,Pending,9,74,POL02953987,1,High Risk
AGT42794762,Renewed,7,68,POL45794212,0,High Risk
AGT50738988,Renewed,25,9,POL12021840,0,Low Risk
AGT80254709,Not Renewed,8,87,POL80902857,1,High Risk
AGT12774099,Not Renewed,5,84,POL30067784,1,High Risk
AGT95899781,Not Renewed,35,42,POL97395232,0,Medium Risk
AGT71503163,Not Renewed,49,14,POL16232154,0,Low Risk
AGT06426487,Renewed,29,38,POL40650840,0,Medium Risk
AGT22213920,Not Renewed,14,35,POL35241420,0,Medium Risk
AGT45353150,Renewed,33,90,POL55451317,1,High Risk
AGT92940042,Renewed,14,13,POL64599261,0,Low Risk
AGT07995245,Pending,39,57,POL16497483,0,Medium Risk
AGT28056586,Not Renewed,50,56,POL44197274,0,Medium Risk
AGT45277325,Not Renewed,32,60,POL79351007,0,Medium Risk
AGT62818751,Not Renewed,23,87,POL85421445,1,High Risk
AGT13008474,Renewed,45,87,POL91301577,1,High Risk
AGT59473242,Renewed,18,77,POL96350038,1,High Risk
AGT50896583,Not Renewed,24,14,POL83891543,0,Low Risk
AGT27206385,Pending,15,45,POL61910551,0,Medium Risk
AGT07225527,Not Renewed,1,22,POL07172279,0,Low Risk
AGT47528065,Pending,41,73,POL40635868,1,High Risk
AGT15907740,Renewed,45,35,POL86871699,0,Medium Risk
AGT30472128,Renewed,44,66,POL98972486,0,High Risk
AGT97793845,Not Renewed,17,75,POL10353696,1,High Risk
AGT44415844,Pending,39,13,POL19826464,0,Low Risk
AGT58189782,Pending,47,100,POL43365109,1,High Risk
AGT29310288,Pending,14,16,POL34839804,0,Low Risk
AGT06015380,Renewed,8,36,POL22478374,0,Medium Risk
AGT92677307,Pending,3,27,POL77820339,0,Low Risk
AGT55259696,Pending,42,21,POL19433237,0,Low Risk
AGT01957569,Renewed,23,80,POL76932868,1,High Risk
AGT04681877,Not Renewed,15,10,POL41761083,0,Low Risk
AGT77386119,Not Renewed,20,47,POL64386769,0,Medium Risk
AGT89692178,Not Renewed,39,45,POL59120668,0,Medium Risk
AGT92890644,Not Renewed,0,53,POL21757183,0,Medium Risk
AGT88379459,Renewed,47,43,POL28084608,0,Medium Risk
AGT29237397,Pending,8,14,POL45824623,0,Low Risk
AGT07792554,Pending,15,95,POL31252194,1,High Risk
AGT06628477,Renewed,31,68,POL40654062,0,High Risk
AGT43587384,Pending,42,27,POL68041288,0,Low Risk
AGT61277403,Pending,16,91,POL66896232,1,High Risk
AGT03755562,Pending,22,54,POL66215442,0,Medium Risk
AGT65022740,Not Renewed,41,60,POL53985837,0,Medium Risk
AGT61763502,Not Renewed,15,55,POL26196435,0,Medium Risk
AGT59733849,Renewed,29,46,POL06372967,0,Medium Risk
AGT09670936,Renewed,15,62,POL24776392,0,High Risk
AGT35711328,Not Renewed,14,20,POL79861668,0,Low Risk
AGT77661129,Not Renewed,18,85,POL30398822,1,High Risk
AGT70449713,Pending,7,70,POL41941398,1,High Risk
AGT44034733,Not Renewed,31,22,POL54158213,0,Low Risk
AGT23143667,Not Renewed,3,28,POL25767436,0,Low Risk
AGT78643174,Pending,48,9,POL90801398,0,Low Risk
AGT00307009,Renewed,0,7,POL84935714,0,Low Risk
AGT41159010,Renewed,20,33,POL29870683,0,Medium Risk
AGT57746002,Pending,12,73,POL86204804,1,High Risk
AGT63403615,Pending,4,51,POL07331096,0,Medium Risk
AGT53492924,Not Renewed,40,62,POL47491023,0,High Risk
AGT27033456,Pending,7,52,POL78988005,0,Medium Risk
AGT88787740,Pending,11,8,POL20597369,0,Low Risk
AGT20551931,Not Renewed,12,2,POL22925819,0,Low Risk
AGT30250830,Pending,10,82,POL99353162,1,High Risk
AGT68157356,Not Renewed,37,92,POL67753905,1,High Risk
AGT54576781,Pending,11,85,POL71493130,1,High Risk
AGT91499770,Pending,45,5,POL69222840,0,Low Risk
AGT98390378,Pending,50,48,POL77822153,0,Medium Risk
AGT45768219,Pending,13,98,POL84330752,1,High Risk
AGT98582772,Pending,48,1,POL81049657,0,Low Risk
AGT69675361,Renewed,34,87,POL09607120,1,High Risk
AGT81439591,Not Renewed,20,46,POL63517748,0,Medium Risk
AGT66271858,Renewed,8,29,POL22866808,0,Low Risk
AGT60184229,Pending,4,95,POL55402770,1,High Risk
AGT52554533,Renewed,34,8,POL14673138,0,Low Risk
AGT70123375,Not Renewed,2,78,POL32850811,1,High Risk
AGT88384506,Pending,0,67,POL36376405,0,High Risk
AGT89390357,Not Renewed,10,54,POL57116310,0,Medium Risk
AGT45937340,Renewed,39,66,POL80995541,0,High Risk
AGT66162294,Renewed,12,69,POL22918011,0,High Risk
AGT49464965,Renewed,20,26,POL99343551,0,Low Risk
AGT04943393,Renewed,40,60,POL95686589,0,Medium Risk
AGT64442581,Pending,18,79,POL74488580,1,High Risk
AGT25680570,Pending,24,43,POL03845436,0,Medium Risk
AGT34862420,Not Renewed,36,99,POL49082754,1,High Risk
AGT72008857,Renewed,36,15,POL79206629,0,Low Risk
AGT49134544,Renewed,38,74,POL48220371,1,High Risk
AGT25529286,Pending,48,86,POL02880116,1,High Risk
AGT42313803,Not Renewed,2,79,POL17982019,1,High Risk
AGT63801581,Renewed,23,44,POL59802127,0,Medium Risk
AGT42203449,Pending,12,71,POL82513265,1,High Risk
AGT90061690,Renewed,21,78,POL07546280,1,High Risk
AGT42842137,Renewed,30,36,POL46514343,0,Medium Risk
AGT94826984,Pending,29,94,POL45081491,1,High Risk
AGT00030139,Pending,38,83,POL74142880,1,High Risk
AGT69668172,Renewed,9,76,POL84931770,1,High Risk
AGT66510570,Renewed,28,49,POL52796576,0,Medium Risk
AGT27524601,Renewed,30,41,POL98526256,0,Medium Risk
AGT75280940,Renewed,49,5,POL15046507,0,Low Risk
AGT19493223,Not Renewed,33,27,POL34670863,0,Low Risk
AGT93487416,Not Renewed,39,92,POL82697180,1,High Risk
AGT43611620,Renewed,26,9,POL79014248,0,Low Risk
AGT50427641,Pending,48,84,POL11173408,1,High Risk
AGT66324975,Renewed,16,14,POL20801175,0,Low Risk
AGT82467255,Not Renewed,40,86,POL26361547,1,High Risk
AGT94644729,Pending,1,28,POL48790077,0,Low Risk
AGT09425482,Not Renewed,21,23,POL27343652,0,Low Risk
AGT23121075,Renewed,17,19,POL52182081,0,Low Risk
AGT40004865,Not Renewed,43,70,POL63375937,1,High Risk
AGT79255771,Not Renewed,38,88,POL39337647,1,High Risk
AGT00029799,Not Renewed,4,26,POL78314103,0,Low Risk
AGT85867026,Not Renewed,12,42,POL97881363,0,Medium Risk
AGT23367735,Not Renewed,35,51,POL89180514,0,Medium Risk
AGT81808947,Pending,36,42,POL20175576,0,Medium Risk
AGT42276971,Not Renewed,20,4,POL66446830,0,Low Risk
AGT45808449,Not Renewed,12,16,POL12305734,0,Low Risk
AGT03942017,Renewed,8,52,POL53425545,0,Medium Risk
AGT76244275,Pending,22,49,POL78113526,0,Medium Risk
AGT31182374,Not Renewed,48,39,POL90316205,0,Medium Risk
AGT14574755,Not Renewed,29,76,POL82486686,1,High Risk
AGT71114471,Not Renewed,2,55,POL39253825,0,Medium Risk
AGT58963604,Pending,0,60,POL37660659,0,Medium Risk
AGT88655926,Pending,0,20,POL67932010,0,Low Risk
AGT85582403,Pending,36,8,POL49350723,0,Low Risk
AGT87698345,Renewed,41,53,POL41015273,0,Medium Risk
AGT06180053,Renewed,31,52,POL35985478,0,Medium Risk
AGT08154549,Renewed,47,74,POL99061249,1,High Risk
AGT86106687,Pending,33,33,POL53582347,0,Medium Risk
AGT69961024,Not Renewed,36,76,POL04572453,1,High Risk
AGT70703987,Not Renewed,9,60,POL87381995,0,Medium Risk
AGT39692451,Not Renewed,14,53,POL65765097,0,Medium Risk
AGT64433900,Not Renewed,29,37,POL97005943,0,Medium Risk
AGT91238398,Not Renewed,24,44,POL85814059,0,Medium Risk
AGT94726879,Not Renewed,0,96,POL70403090,1,High Risk
AGT76546673,Renewed,15,42,POL42122048,0,Medium Risk
AGT50695643,Renewed,38,35,POL21020862,0,Medium Risk
AGT17277870,Pending,10,88,POL81937503,1,High Risk
AGT42771894,Pending,12,88,POL62890808,1,High Risk
AGT34122818,Pending,24,85,POL51973963,1,High Risk
AGT64771614,Pending,23,15,POL47741439,0,Low Risk
AGT13542602,Pending,41,37,POL76701939,0,Medium Risk
AGT00302874,Renewed,18,33,POL71958850,0,Medium Risk
AGT62637408,Pending,37,30,POL03359385,0,Low Risk
AGT64151291,Renewed,5,33,POL31903736,0,Medium Risk
AGT55418958,Renewed,36,51,POL58966996,0,Medium Risk
AGT59533752,Not Renewed,8,3,POL13070623,0,Low Risk
AGT65322640,Not Renewed,41,83,POL05347013,1,High Risk
AGT18291374,Renewed,15,3,POL92549260,0,Low Risk
AGT79693257,Pending,28,32,POL86602241,0,Medium Risk
AGT34955635,Renewed,34,86,POL50804542,1,High Risk
AGT07267300,Not Renewed,19,61,POL10635257,0,High Risk
AGT09392561,Not Renewed,33,37,POL20115045,0,Medium Risk
AGT78131307,Renewed,39,42,POL73588867,0,Medium Risk
AGT77357572,Renewed,6,99,POL25196574,1,High Risk
AGT76797964,Not Renewed,0,88,POL45549290,1,High Risk
AGT72724732,Renewed,28,80,POL50830116,1,High Risk
AGT33105228,Pending,31,53,POL51962418,0,Medium Risk
AGT07985939,Renewed,34,88,POL93930819,1,High Risk
AGT24833184,Renewed,12,21,POL48783282,0,Low Risk
AGT94871494,Pending,43,98,POL77439955,1,High Risk
AGT98217410,Pending,39,79,POL61757675,1,High Risk
AGT93505986,Not Renewed,7,52,POL77654130,0,Medium Risk
AGT64941862,Not Renewed,25,80,POL70398119,1,High Risk
AGT84309363,Pending,8,56,POL70310488,0,Medium Risk
AGT33550742,Not Renewed,27,41,POL35480649,0,Medium Risk
AGT89121022,Renewed,23,42,POL63615243,0,Medium Risk
AGT01855976,Renewed,9,42,POL09014096,0,Medium Risk
AGT56468822,Pending,15,53,POL82401042,0,Medium Risk
AGT94967946,Not Renewed,39,78,POL43920577,1,High Risk
AGT31701527,Pending,35,47,POL77188684,0,Medium Risk
AGT00810065,Renewed,26,22,POL39450388,0,Low Risk
AGT14669790,Not Renewed,35,96,POL07109537,1,High Risk
AGT61067481,Pending,35,35,POL19515945,0,Medium Risk
AGT03722872,Pending,42,57,POL09146332,0,Medium Risk
AGT92071441,Renewed,41,91,POL30313207,1,High Risk
AGT54153423,Renewed,4,90,POL22465003,1,High Risk
AGT70804556,Renewed,25,4,POL78018067,0,Low Risk
AGT12367147,Renewed,39,4,POL05468446,0,Low Risk
AGT75334101,Not Renewed,40,17,POL32493960,0,Low Risk
AGT34094598,Renewed,14,77,POL76101411,1,High Risk
AGT46299459,Not Renewed,11,74,POL50589864,1,High Risk
AGT11178675,Pending,19,94,POL31918611,1,High Risk
AGT55439596,Not Renewed,16,99,POL21488909,1,High Risk
AGT23787585,Not Renewed,36,27,POL05845525,0,Low Risk
AGT97590681,Renewed,40,80,POL95503927,1,High Risk
AGT55391843,Not Renewed,50,77,POL68080704,1,High Risk
AGT11710674,Not Renewed,21,67,POL92022218,0,High Risk
AGT14413479,Not Renewed,48,37,POL79310767,0,Medium Risk
AGT31793730,Not Renewed,1,24,POL66670427,0,Low Risk
AGT40176627,Not Renewed,39,96,POL70586146,1,High Risk
AGT58872124,Not Renewed,15,33,POL91496475,0,Medium Risk
AGT77064353,Not Renewed,46,4,POL61274835,0,Low Risk
AGT23539386,Pending,18,25,POL86234151,0,Low Risk
AGT51263695,Renewed,49,89,POL60096605,1,High Risk
AGT02182452,Pending,43,3,POL68847136,0,Low Risk
AGT59767486,Pending,7,28,POL67256934,0,Low Risk
AGT96226967,Pending,25,50,POL65820287,0,Medium Risk
AGT16665733,Pending,10,18,POL93117339,0,Low Risk
AGT77851784,Not Renewed,24,13,POL14706176,0,Low Risk
AGT08912816,Renewed,26,43,POL44229118,0,Medium Risk
AGT44503789,Renewed,12,26,POL91532160,0,Low Risk
AGT95106448,Not Renewed,31,71,POL17634644,1,High Risk
AGT27089944,Renewed,50,77,POL40092390,1,High Risk
AGT07814678,Not Renewed,38,46,POL03596444,0,Medium Risk
AGT44361981,Not Renewed,43,8,POL83335990,0,Low Risk
AGT08913730,Pending,32,78,POL62011769,1,High Risk
AGT87632695,Not Renewed,13,97,POL56054127,1,High Risk
AGT26499015,Not Renewed,20,1,POL34279255,0,Low Risk
AGT28918772,Pending,37,99,POL35733918,1,High Risk
AGT36687186,Pending,14,3,POL82947020,0,Low Risk
AGT16892276,Not Renewed,30,60,POL14835880,0,Medium Risk
AGT72044534,Not Renewed,30,24,POL84917275,0,Low Risk
AGT45166693,Pending,16,90,POL50465451,1,High Risk
AGT62936747,Not Renewed,41,34,POL63433584,0,Medium Risk
AGT61707672,Renewed,19,23,POL11950441,0,Low Risk
AGT65646400,Pending,28,71,POL99336458,1,High Risk
AGT79405065,Not Renewed,8,4,POL56891224,0,Low Risk
AGT11062738,Not Renewed,26,68,POL35855900,0,High Risk
AGT65796541,Renewed,44,88,POL40918381,1,High Risk
AGT23134524,Pending,42,89,POL91751592,1,High Risk
AGT00415170,Not Renewed,50,39,POL01655235,0,Medium Risk
AGT23327928,Renewed,44,28,POL69912538,0,Low Risk
AGT00508512,Renewed,9,14,POL77983903,0,Low Risk
AGT06490141,Not Renewed,39,47,POL47755970,0,Medium Risk
AGT44232479,Renewed,37,56,POL63646806,0,Medium Risk
AGT06012403,Renewed,50,98,POL83969664,1,High Risk
AGT67513990,Renewed,35,75,POL51974701,1,High Risk
AGT62911171,Pending,9,90,POL12364849,1,High Risk
AGT23764525,Not Renewed,37,99,POL89559053,1,High Risk
AGT83654229,Renewed,44,40,POL04079645,0,Medium Risk
AGT27816357,Not Renewed,45,52,POL59539217,0,Medium Risk
AGT34205282,Pending,35,31,POL05422955,0,Medium Risk
AGT51591780,Not Renewed,11,88,POL95032278,1,High Risk
AGT67201203,Renewed,1,52,POL10231732,0,Medium Risk
AGT53828323,Pending,46,11,POL42878655,0,Low Risk
AGT07240583,Renewed,0,68,POL20029148,0,High Risk
AGT19514542,Pending,16,45,POL30144763,0,Medium Risk
AGT41563030,Pending,42,12,POL43518284,0,Low Risk
AGT31484353,Pending,5,16,POL58245588,0,Low Risk
AGT89658446,Not Renewed,19,96,POL26021266,1,High Risk
AGT68055130,Pending,3,96,POL20726693,1,High Risk
AGT85014019,Not Renewed,12,99,POL57578050,1,High Risk
AGT40742386,Renewed,30,90,POL40860073,1,High Risk
AGT81436591,Not Renewed,37,57,POL53248656,0,Medium Risk
AGT56323679,Renewed,10,51,POL94500784,0,Medium Risk
AGT64069744,Pending,35,37,POL70863328,0,Medium Risk
AGT09345111,Pending,45,86,POL53955100,1,High Risk
AGT07645996,Renewed,5,50,POL83013724,0,Medium Risk
AGT98031117,Pending,31,21,POL26961940,0,Low Risk
AGT79613208,Pending,38,38,POL21551791,0,Medium Risk
AGT70741009,Pending,20,74,POL25617891,1,High Risk
AGT30544800,Not Renewed,18,44,POL96709207,0,Medium Risk
AGT71504423,Renewed,25,80,POL53111704,1,High Risk
AGT75093896,Pending,7,88,POL37879847,1,High Risk
AGT07824938,Not Renewed,42,39,POL32906837,0,Medium Risk
AGT83763448,Pending,22,32,POL48302488,0,Medium Risk
AGT66495472,Not Renewed,23,33,POL20699215,0,Medium Risk
AGT56552672,Not Renewed,26,55,POL45984602,0,Medium Risk
AGT15412915,Renewed,15,16,POL73703547,0,Low Risk
AGT75970650,Not Renewed,18,9,POL50805715,0,Low Risk
AGT47163328,Not Renewed,16,29,POL13559855,0,Low Risk
AGT11516690,Pending,46,84,POL54448931,1,High Risk
AGT75996071,Not Renewed,23,29,POL50406144,0,Low Risk
AGT38382853,Not Renewed,17,43,POL80050705,0,Medium Risk
AGT91217181,Renewed,17,93,POL99672508,1,High Risk
AGT10447549,Renewed,9,92,POL29892884,1,High Risk
AGT58552489,Renewed,16,77,POL71169830,1,High Risk
AGT48810450,Renewed,13,50,POL06341687,0,Medium Risk
AGT37801759,Not Renewed,14,5,POL30102239,0,Low Risk
AGT34748309,Renewed,28,93,POL64958007,1,High Risk
AGT18161551,Pending,13,27,POL74375234,0,Low Risk
AGT75971090,Not Renewed,20,24,POL19188778,0,Low Risk
AGT21817908,Renewed,5,22,POL23066229,0,Low Risk
AGT44988899,Pending,43,45,POL92741100,0,Medium Risk
AGT05779481,Renewed,13,81,POL80263334,1,High Risk
AGT28828766,Renewed,44,49,POL11539302,0,Medium Risk
AGT46828405,Pending,17,32,POL61616519,0,Medium Risk
AGT86571956,Renewed,11,58,POL59779212,0,Medium Risk
AGT87216429,Not Renewed,18,81,POL46435605,1,High Risk
AGT11977071,Not Renewed,19,64,POL00076326,0,High Risk
AGT92208446,Not Renewed,29,49,POL80491812,0,Medium Risk
